1,0,4.7,1.7,1.8,1.2,1,0
1,0,5.5,0.6,1.8,1.6,0,1
1,34,2.0,1.9,1.9,1.1,1,0
2,0,4.0,1.9,0.5,1.5,1,0
0,21,2.4,1.1,1.1,0.2,1,0
4,39,2.3,0.4,0.1,1.7,1,0
5,9,2.8,0.8,0.2,1.7,1,0
2,0,3.0,1.2,0.8,1.0,1,0
4,0,2.9,0.8,0.3,1.8,1,0
3,40,1.5,0.8,0.1,0.6,1,0
4,9,7.1,0.1,0.2,0.8,1,0
1,7,4.1,2.0,1.6,0.6,1,0
5,0,2.8,0.7,0.3,1.8,1,0
1,33,2.3,1.0,1.1,0.2,1,0
3,0,1.2,0.8,0.2,0.2,1,0
1,0,3.5,0.2,1.5,0.3,0,1
2,37,3.4,0.3,1.2,2.0,1,0
1,19,2.5,0.3,1.4,0.8,1,0
4,31,2.6,1.2,1.1,0.4,1,0
4,0,3.9,1.6,0.8,1.5,1,0
3,29,3.1,0.7,1.1,0.5,1,0
4,0,1.1,1.4,1.6,1.3,1,0
2,20,3.7,0.4,1.9,1.4,1,0
1,30,3.8,1.7,0.5,1.6,1,0
0,0,2.2,1.6,0.5,0.1,0,1
5,0,3.6,0.8,1.6,1.1,1,0
0,0,4.5,2.0,1.5,1.0,0,1
5,0,1.7,0.0,0.9,0.8,1,0
5,13,3.1,1.6,0.6,0.9,1,0
3,38,4.5,0.8,1.8,1.8,1,0
1,0,4.1,1.0,1.4,1.7,1,0
3,0,3.6,1.8,0.6,1.2,1,0
2,22,3.2,1.5,1.2,0.5,1,0
3,19,4.3,1.0,1.6,1.7,1,0
1,0,5.8,0.0,0.4,0.8,1,0
5,0,3.0,0.6,1.7,0.7,1,0
4,26,7.3,0.3,0.4,0.8,1,0
4,0,3.0,1.3,0.6,1.1,1,0
5,0,2.0,0.2,0.7,1.1,1,0
1,0,2.5,0.7,0.7,1.1,1,0
5,6,3.9,1.1,1.7,1.1,1,0
2,0,1.3,0.5,0.6,0.1,1,0
5,0,4.0,0.5,2.0,1.5,1,0
5,6,3.9,0.8,1.9,1.2,1,0
3,0,1.0,0.5,0.1,0.4,1,0
0,0,1.8,0.8,1.8,1.9,0,1
4,15,2.2,1.7,1.9,1.7,1,0
5,34,8.9,1.9,0.1,0.9,1,0
5,31,7.1,1.9,0.8,2.0,1,0
3,0,3.7,1.7,0.3,0.1,0,1
5,11,3.6,0.9,0.7,1.9,1,0
2,0,1.8,1.0,0.0,0.8,1,0
2,0,7.2,1.5,0.3,1.7,0,1
1,0,2.0,0.4,0.0,1.6,1,0
4,13,3.8,1.4,0.6,1.9,1,0
0,17,4.0,1.5,1.8,0.8,1,0
4,4,2.1,0.2,0.2,1.7,1,0
5,24,5.7,0.6,0.6,0.9,1,0
3,7,3.4,1.0,1.2,1.2,1,0
4,19,3.3,0.5,1.9,0.9,1,0
2,32,6.5,0.2,0.3,1.3,1,0
5,38,3.4,1.4,0.1,1.9,1,0
1,0,2.0,0.4,0.9,0.7,1,0
0,16,2.7,1.9,0.4,0.4,1,0
